* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 03-02-2017
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 03-02-2017
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 03-02-2017
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 03-02-2017
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 03-02-2017
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 03-02-2017
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 03-02-2017
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 03-02-2017
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 03-02-2017
* Calibration ROI is expired  = No
* Calibration ROI performed on = 03-02-2017
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 03-02-2017
* Chemistry = TAQMAN
* Date Created = 2018-09-28 13:20:39 PM PDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = D:\Users\INSTR-ADMIN\experiments\Nash\20180801_NS_moteLH09.eds
* Experiment Name = 20180801_NS_moteLH09
* Experiment Run End Time = 2018-08-01 10:16:37 AM PDT
* Experiment Type = Standard Curve
* Instrument Name =       172310454
* Instrument Serial Number = 172310454
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	HIGHSD	NOAMP	DRNMIN
47	D11	false	21-29B-T2	D	UNKNOWN	FAM	NFQ-MGB	25.383	25.193	0.268								false	0.010	true	3	24	Amp		0.353	Y	N	N	N	N
48	D12	false	21-29B-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
48	D12	false	21-29B-T2	D	UNKNOWN	FAM	NFQ-MGB	25.004	25.193	0.268								false	0.010	true	3	23	Amp		0.254	Y	N	N	N	N
49	E1	false	21-27B-T2	Ssid	UNKNOWN	SYBR	None	20.744	21.156	0.583								false	0.010	true	3	19	Amp		0.284	Y	N	Y	N	N
50	E2	false	21-27B-T2	Ssid	UNKNOWN	SYBR	None	21.569	21.156	0.583								false	0.010	true	3	20	Amp		0.462	Y	N	Y	N	N
51	E3	false	21-27B-T2	C	UNKNOWN	VIC	NFQ-MGB	38.821	38.821									false	0.010	true	3	39	Inconclusive		0.092	Y	Y	N	N	N
51	E3	false	21-27B-T2	D	UNKNOWN	FAM	NFQ-MGB	25.400	25.239	0.227								false	0.010	true	3	24	Amp		0.408	Y	N	N	N	N
52	E4	false	21-27B-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	38.821									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
52	E4	false	21-27B-T2	D	UNKNOWN	FAM	NFQ-MGB	25.078	25.239	0.227								false	0.010	true	3	24	Amp		0.427	Y	N	N	N	N
53	E5	false	26-08A-T2	Ssid	UNKNOWN	SYBR	None	21.496	21.484	0.018								false	0.010	true	3	20	Amp		0.627	Y	N	N	N	N
54	E6	false	26-08A-T2	Ssid	UNKNOWN	SYBR	None	21.471	21.484	0.018								false	0.010	true	3	20	Amp		0.557	Y	N	N	N	N
55	E7	false	26-08A-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
55	E7	false	26-08A-T2	D	UNKNOWN	FAM	NFQ-MGB	26.496	26.680	0.260								false	0.010	true	3	25	Amp		0.495	Y	N	N	N	N
56	E8	false	26-08A-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
56	E8	false	26-08A-T2	D	UNKNOWN	FAM	NFQ-MGB	26.864	26.680	0.260								false	0.010	true	3	25	Amp		0.544	Y	N	N	N	N
57	E9	false	NEC8	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
58	E10	false	NEC8	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
59	E11	false	NEC8	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
59	E11	false	NEC8	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
60	E12	false	NEC8	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
60	E12	false	NEC8	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
61	F1	false	21-21B-T2	Ssid	UNKNOWN	SYBR	None	20.129	20.402	0.385								false	0.010	true	3	19	Amp		0.494	Y	N	N	N	N
62	F2	false	21-21B-T2	Ssid	UNKNOWN	SYBR	None	20.674	20.402	0.385								false	0.010	true	3	19	Amp		0.618	Y	N	N	N	N
63	F3	false	21-21B-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
63	F3	false	21-21B-T2	D	UNKNOWN	FAM	NFQ-MGB	24.039	24.398	0.507								false	0.010	true	3	22	Amp		0.404	Y	N	Y	N	N
64	F4	false	21-21B-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
64	F4	false	21-21B-T2	D	UNKNOWN	FAM	NFQ-MGB	24.756	24.398	0.507								false	0.010	true	3	23	Amp		0.428	Y	N	Y	N	N
65	F5	false	26-24A-T2	Ssid	UNKNOWN	SYBR	None	22.043	22.089	0.064								false	0.010	true	3	21	Amp		0.515	Y	N	N	N	N
66	F6	false	26-24A-T2	Ssid	UNKNOWN	SYBR	None	22.134	22.089	0.064								false	0.010	true	3	20	Amp		0.585	Y	N	N	N	N
67	F7	false	26-24A-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
67	F7	false	26-24A-T2	D	UNKNOWN	FAM	NFQ-MGB	25.955	25.536	0.593								false	0.010	true	3	25	Amp		0.458	Y	N	Y	N	N
68	F8	false	26-24A-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
68	F8	false	26-24A-T2	D	UNKNOWN	FAM	NFQ-MGB	25.117	25.536	0.593								false	0.010	true	3	24	Amp		0.422	Y	N	Y	N	N
69	F9	false	NEC9	Ssid	UNKNOWN	SYBR	None	Undetermined	7.819									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
70	F10	false	NEC9	Ssid	UNKNOWN	SYBR	None	7.819	7.819									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	Y
71	F11	false	NEC9	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
71	F11	false	NEC9	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
72	F12	false	NEC9	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
